SENTENCE_ID,iteration,GPT-5,Qwen2.5-32B-Instruct,Mistral-Small-3.2-24B-Instruct,Llama-3.2-3B
W_762,1,2,2,3,2
W_762,2,2,2,3,4
W_762,3,2,2,3,2
W_762,4,2,2,3,4
W_762,5,2,2,3,3
W_762,6,2,2,3,3
W_762,7,2,2,3,5
W_762,8,2,2,3,2
W_762,9,2,2,3,3
W_768,0,1,2,2,2
W_768,1,1,2,2,4
W_768,2,1,2,2,5
W_768,3,1,2,2,4
W_768,4,1,2,2,4
W_768,5,1,2,2,3
W_768,6,1,2,2,2
W_768,7,1,2,2,3
W_768,8,1,2,2,2
W_768,9,1,2,2,4
W_769,0,2,2,3,5
W_769,1,1,2,3,4
W_769,2,1,2,3,4
W_769,3,2,2,3,4
W_769,4,1,2,3,2
W_769,5,2,2,3,3
W_769,6,2,2,3,4
W_769,7,2,2,3,4
W_769,8,2,2,3,4
W_769,9,2,2,3,3
W_771,0,2,2,3,5
W_771,1,2,3,3,2
W_771,2,2,2,3,2
W_771,3,2,3,3,5
W_771,4,2,2,3,3
W_771,5,2,2,3,4
W_771,6,1,3,3,4
W_771,7,2,3,3,4
W_771,8,2,3,3,4
W_771,9,2,3,3,4
W_778,0,1,2,2,4
W_778,1,1,2,2,3
W_778,2,1,2,2,4
W_778,3,1,2,2,4
W_778,4,1,2,2,5
W_778,5,1,2,2,4
W_778,6,1,2,2,4
W_778,7,1,2,2,3
W_778,8,1,2,2,3
W_778,9,1,2,2,3
W_781,0,1,2,2,3
W_781,1,1,2,2,4
W_781,2,1,2,2,3
W_781,3,1,2,2,2
W_781,4,1,2,2,2
W_781,5,1,2,2,2
W_781,6,1,2,2,3
W_781,7,1,2,2,3
W_781,8,1,2,2,3
W_781,9,1,2,2,4
W_787,0,1,2,2,2
W_787,1,1,2,2,2
W_787,2,1,2,2,4
W_787,3,1,2,2,2
W_787,4,1,2,2,3
W_787,5,1,2,2,3
W_787,6,1,2,2,2
W_787,7,1,2,2,2
W_787,8,1,2,2,2
W_787,9,1,2,2,2
