ID,TOKEN_ID,SENTENCE_CLEAN,TOKEN,ANNOTATION_FINAL,MET_TYPE
1314,11,"Auch hatte sie hier den Apparat dicht neben sich, während das andere Telefon sich im Bibliothekzimmer befindet.",das,Non-MRW,Non-MRW
1314,12,"Auch hatte sie hier den Apparat dicht neben sich, während das andere Telefon sich im Bibliothekzimmer befindet.",andere,Non-MRW,Non-MRW
1314,13,"Auch hatte sie hier den Apparat dicht neben sich, während das andere Telefon sich im Bibliothekzimmer befindet.",Telefon,Non-MRW,Non-MRW
1314,14,"Auch hatte sie hier den Apparat dicht neben sich, während das andere Telefon sich im Bibliothekzimmer befindet.",sich,MWE,MWE
1314,15,"Auch hatte sie hier den Apparat dicht neben sich, während das andere Telefon sich im Bibliothekzimmer befindet.",im,Non-MRW,Non-MRW
1314,16,"Auch hatte sie hier den Apparat dicht neben sich, während das andere Telefon sich im Bibliothekzimmer befindet.",Bibliothekzimmer,Non-MRW,Non-MRW
1314,17,"Auch hatte sie hier den Apparat dicht neben sich, während das andere Telefon sich im Bibliothekzimmer befindet.",befindet,Non-MRW,Non-MRW
1434,0,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",Es,Non-MRW,Non-MRW
1434,1,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",war,Non-MRW,Non-MRW
1434,2,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",dort,Non-MRW,Non-MRW
1434,3,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",angenehm,Non-MRW,Non-MRW
1434,4,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",warm,Non-MRW,Non-MRW
1434,6,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",man,Non-MRW,Non-MRW
1434,7,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",hörte,Non-MRW,Non-MRW
1434,8,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",jetzt,Non-MRW,Non-MRW
1434,9,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",von,Non-MRW,Non-MRW
1434,10,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",der,Non-MRW,Non-MRW
1434,11,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",Straße,Non-MRW,Non-MRW
1434,12,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",keinerlei,Non-MRW,Non-MRW
1434,13,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",Geräusch,Non-MRW,Non-MRW
1434,14,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",mehr,Non-MRW,Non-MRW
1434,16,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",es,Non-MRW,Non-MRW
1434,17,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",schien,Non-MRW,Non-MRW
1434,19,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",als,Mflag,Mflag
1434,20,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",wenn,Mflag,Mflag
1434,21,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",er,MRW,STOPWORD
1434,22,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",als,MRW,STOPWORD
1434,23,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",einzig,MRW,STOPWORD
1434,24,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",Lebender,MRW,direct
1434,25,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",eine,MRW,STOPWORD
1434,26,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",tote,MRW,direct
1434,27,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",Stadt,MRW,direct
1434,28,"Es war dort angenehm warm, man hörte jetzt von der Straße keinerlei Geräusch mehr, es schien, als wenn er als einzig Lebender eine tote Stadt bewohnte.",bewohnte,MRW,direct
1477,0,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",Wie,Mflag,Mflag
1477,1,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",aus,MRW,STOPWORD
1477,2,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",weiter,MRW,direct
1477,3,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",Ferne,MRW,direct
1477,4,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",klangen,Non-MRW,Non-MRW
1477,5,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",die,Non-MRW,Non-MRW
1477,6,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",Rhythmen,MRW,indirect
1477,7,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",der,Non-MRW,Non-MRW
1477,8,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",Ballsirenen,Non-MRW,Non-MRW
1477,9,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",in,WIDLII,WIDLII
1477,10,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",das,Non-MRW,Non-MRW
1477,11,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",versteckte,MRW,indirect
1477,12,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",Zimmer,Non-MRW,Non-MRW
1477,13,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",in,Non-MRW,Non-MRW
1477,14,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",dem,Non-MRW,Non-MRW
1477,15,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",sie,Non-MRW,Non-MRW
1477,16,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",saßen,Non-MRW,Non-MRW
1477,17,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",halb,Non-MRW,Non-MRW
1477,18,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",beschattet,Non-MRW,Non-MRW
1477,19,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",unter,Non-MRW,Non-MRW
1477,20,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",den,Non-MRW,Non-MRW
1477,21,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",riesigen,Non-MRW,Non-MRW
1477,22,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",Fächern,MRW,indirect
1477,23,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",einer,Non-MRW,Non-MRW
1477,24,"Wie aus weiter Ferne klangen die Rhythmen der ""Ballsirenen"" in das versteckte Zimmer, in dem sie saßen, halb beschattet unter den riesigen Fächern einer Latania.",Latania,Non-MRW,Non-MRW
1567,0,Aber auch auf der Marktseite waren die Vorderzimmer erleuchtet.,Aber,Non-MRW,Non-MRW
1567,1,Aber auch auf der Marktseite waren die Vorderzimmer erleuchtet.,auch,Non-MRW,Non-MRW
1567,2,Aber auch auf der Marktseite waren die Vorderzimmer erleuchtet.,auf,Non-MRW,Non-MRW
1567,3,Aber auch auf der Marktseite waren die Vorderzimmer erleuchtet.,der,Non-MRW,Non-MRW
1567,4,Aber auch auf der Marktseite waren die Vorderzimmer erleuchtet.,Marktseite,Non-MRW,Non-MRW
1567,5,Aber auch auf der Marktseite waren die Vorderzimmer erleuchtet.,waren,Non-MRW,Non-MRW
1567,6,Aber auch auf der Marktseite waren die Vorderzimmer erleuchtet.,die,Non-MRW,Non-MRW
1567,7,Aber auch auf der Marktseite waren die Vorderzimmer erleuchtet.,Vorderzimmer,Non-MRW,Non-MRW
1567,8,Aber auch auf der Marktseite waren die Vorderzimmer erleuchtet.,erleuchtet,Non-MRW,Non-MRW
1598,0,"Die Häuser lagen noch im Dunkel, wenige vereinzelte Fenster waren erleuchtet.",Die,Non-MRW,Non-MRW
1598,1,"Die Häuser lagen noch im Dunkel, wenige vereinzelte Fenster waren erleuchtet.",Häuser,Non-MRW,Non-MRW
1598,2,"Die Häuser lagen noch im Dunkel, wenige vereinzelte Fenster waren erleuchtet.",lagen,MRW,indirect
1598,3,"Die Häuser lagen noch im Dunkel, wenige vereinzelte Fenster waren erleuchtet.",noch,Non-MRW,Non-MRW
1598,4,"Die Häuser lagen noch im Dunkel, wenige vereinzelte Fenster waren erleuchtet.",im,MRW,indirect
1598,5,"Die Häuser lagen noch im Dunkel, wenige vereinzelte Fenster waren erleuchtet.",Dunkel,Non-MRW,Non-MRW
1598,6,"Die Häuser lagen noch im Dunkel, wenige vereinzelte Fenster waren erleuchtet.",wenige,Non-MRW,Non-MRW
1598,7,"Die Häuser lagen noch im Dunkel, wenige vereinzelte Fenster waren erleuchtet.",vereinzelte,Non-MRW,Non-MRW
1598,8,"Die Häuser lagen noch im Dunkel, wenige vereinzelte Fenster waren erleuchtet.",Fenster,Non-MRW,Non-MRW
1598,9,"Die Häuser lagen noch im Dunkel, wenige vereinzelte Fenster waren erleuchtet.",waren,Non-MRW,Non-MRW
1598,10,"Die Häuser lagen noch im Dunkel, wenige vereinzelte Fenster waren erleuchtet.",erleuchtet,Non-MRW,Non-MRW
1647,0,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",Über,Non-MRW,Non-MRW
1647,1,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",die,Non-MRW,Non-MRW
1647,2,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",Pfützen,Non-MRW,Non-MRW
1647,3,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",auf,Non-MRW,Non-MRW
1647,4,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",der,Non-MRW,Non-MRW
1647,5,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",Straße,Non-MRW,Non-MRW
1647,6,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",fiel,MRW,indirect
1647,7,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",ein,Non-MRW,Non-MRW
1647,8,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",matter,Non-MRW,Non-MRW
1647,9,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",Schimmer,Non-MRW,Non-MRW
1647,11,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",so,Non-MRW,Non-MRW
1647,12,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",dass,Non-MRW,Non-MRW
1647,13,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",die,Non-MRW,Non-MRW
1647,15,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",welche,Non-MRW,Non-MRW
1647,16,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",gut,Non-MRW,Non-MRW
1647,17,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",Bescheid,Non-MRW,Non-MRW
1647,18,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",wußten,Non-MRW,Non-MRW
1647,20,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",auf,Non-MRW,Non-MRW
1647,21,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",den,Non-MRW,Non-MRW
1647,22,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",hervorragenden,Non-MRW,Non-MRW
1647,23,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",Steinen,Non-MRW,Non-MRW
1647,24,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",sich,MWE,MWE
1647,25,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",einigermaßen,Non-MRW,Non-MRW
1647,26,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",trockenen,MRW,indirect
1647,27,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",Fußes,MRW,indirect
1647,28,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",bewegen,Non-MRW,Non-MRW
1647,29,"Über die Pfützen auf der Straße fiel ein matter Schimmer, so dass die, welche gut Bescheid wußten, auf den hervorragenden Steinen sich einigermaßen trockenen Fußes bewegen konnten.",konnten,Non-MRW,Non-MRW
1658,0,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",Seinem,Non-MRW,Non-MRW
1658,1,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",Platz,Non-MRW,Non-MRW
1658,2,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",gerade,Non-MRW,Non-MRW
1658,3,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",gegenüber,Non-MRW,Non-MRW
1658,4,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",befand,Non-MRW,Non-MRW
1658,5,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",sich,MWE,MWE
1658,6,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",die,Non-MRW,Non-MRW
1658,7,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",Tür,Non-MRW,Non-MRW
1658,8,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",zum,Non-MRW,Non-MRW
1658,9,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",zweiten,Non-MRW,Non-MRW
1658,10,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",Zimmer,Non-MRW,Non-MRW
1658,12,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",dessen,Non-MRW,Non-MRW
1658,13,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",gesamte,Non-MRW,Non-MRW
1658,14,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",Einrichtung,Non-MRW,Non-MRW
1658,15,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",in,MRW,indirect
1658,16,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",dem,Non-MRW,Non-MRW
1658,17,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",großen,Non-MRW,Non-MRW
1658,19,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",zwischen,Non-MRW,Non-MRW
1658,20,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",Decke,Non-MRW,Non-MRW
1658,21,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",und,Non-MRW,Non-MRW
1658,22,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",Fußboden,Non-MRW,Non-MRW
1658,23,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",fest,Non-MRW,Non-MRW
1658,24,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",eingebauten,Non-MRW,Non-MRW
1658,25,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",Webstuhl,Non-MRW,Non-MRW
1658,26,"Seinem Platz gerade gegenüber befand sich die Tür zum zweiten Zimmer, dessen gesamte Einrichtung in dem großen, zwischen Decke und Fußboden fest eingebauten Webstuhl bestand.",bestand,Non-MRW,Non-MRW
1719,0,"Im geräumigen Vorzimmer hingen an den Wänden und lagen auf den Koffern und Bänken viele Männer- und Frauenüberkleider umher, einfache Schafspelze, vornehme Pelzmäntel, altmodische russische Mützen, neue deutsche Dreimaster und Mönchskappen.",Im,Non-MRW,Non-MRW
1719,1,"Im geräumigen Vorzimmer hingen an den Wänden und lagen auf den Koffern und Bänken viele Männer- und Frauenüberkleider umher, einfache Schafspelze, vornehme Pelzmäntel, altmodische russische Mützen, neue deutsche Dreimaster und Mönchskappen.",geräumigen,Non-MRW,Non-MRW
1719,2,"Im geräumigen Vorzimmer hingen an den Wänden und lagen auf den Koffern und Bänken viele Männer- und Frauenüberkleider umher, einfache Schafspelze, vornehme Pelzmäntel, altmodische russische Mützen, neue deutsche Dreimaster und Mönchskappen.",Vorzimmer,Non-MRW,Non-MRW
1719,3,"Im geräumigen Vorzimmer hingen an den Wänden und lagen auf den Koffern und Bänken viele Männer- und Frauenüberkleider umher, einfache Schafspelze, vornehme Pelzmäntel, altmodische russische Mützen, neue deutsche Dreimaster und Mönchskappen.",hingen,Non-MRW,Non-MRW
1719,4,"Im geräumigen Vorzimmer hingen an den Wänden und lagen auf den Koffern und Bänken viele Männer- und Frauenüberkleider umher, einfache Schafspelze, vornehme Pelzmäntel, altmodische russische Mützen, neue deutsche Dreimaster und Mönchskappen.",an,Non-MRW,Non-MRW
1719,5,"Im geräumigen Vorzimmer hingen an den Wänden und lagen auf den Koffern und Bänken viele Männer- und Frauenüberkleider umher, einfache Schafspelze, vornehme Pelzmäntel, altmodische russische Mützen, neue deutsche Dreimaster und Mönchskappen.",den,Non-MRW,Non-MRW
1719,6,"Im geräumigen Vorzimmer hingen an den Wänden und lagen auf den Koffern und Bänken viele Männer- und Frauenüberkleider umher, einfache Schafspelze, vornehme Pelzmäntel, altmodische russische Mützen, neue deutsche Dreimaster und Mönchskappen.",Wänden,Non-MRW,Non-MRW
1719,7,"Im geräumigen Vorzimmer hingen an den Wänden und lagen auf den Koffern und Bänken viele Männer- und Frauenüberkleider umher, einfache Schafspelze, vornehme Pelzmäntel, altmodische russische Mützen, neue deutsche Dreimaster und Mönchskappen.",und,Non-MRW,Non-MRW
1719,8,"Im geräumigen Vorzimmer hingen an den Wänden und lagen auf den Koffern und Bänken viele Männer- und Frauenüberkleider umher, einfache Schafspelze, vornehme Pelzmäntel, altmodische russische Mützen, neue deutsche Dreimaster und Mönchskappen.",lagen,MRW,indirect
1719,9,"Im geräumigen Vorzimmer hingen an den Wänden und lagen auf den Koffern und Bänken viele Männer- und Frauenüberkleider umher, einfache Schafspelze, vornehme Pelzmäntel, altmodische russische Mützen, neue deutsche Dreimaster und Mönchskappen.",auf,Non-MRW,Non-MRW
1719,10,"Im geräumigen Vorzimmer hingen an den Wänden und lagen auf den Koffern und Bänken viele Männer- und Frauenüberkleider umher, einfache Schafspelze, vornehme Pelzmäntel, altmodische russische Mützen, neue deutsche Dreimaster und Mönchskappen.",den,Non-MRW,Non-MRW
1719,11,"Im geräumigen Vorzimmer hingen an den Wänden und lagen auf den Koffern und Bänken viele Männer- und Frauenüberkleider umher, einfache Schafspelze, vornehme Pelzmäntel, altmodische russische Mützen, neue deutsche Dreimaster und Mönchskappen.",Koffern,Non-MRW,Non-MRW
