SENTENCE_ID,TOKEN_ID,SENTENCE_CLEAN,TOKEN,ANNOTATION_FINAL,MET_TYPE
W_464,11,Auf der Deutzer Seite beginnt nördlich der Brücke der Rheinpark mit dem Tanzbrunnen.,mit,Non-MRW,Non-MRW
W_464,12,Auf der Deutzer Seite beginnt nördlich der Brücke der Rheinpark mit dem Tanzbrunnen.,dem,Non-MRW,Non-MRW
W_464,13,Auf der Deutzer Seite beginnt nördlich der Brücke der Rheinpark mit dem Tanzbrunnen.,Tanzbrunnen,Non-MRW,Non-MRW
W_464,1,"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",Hier,Non-MRW,Non-MRW
W_145,2,"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",gibt,Non-MRW,Non-MRW
W_145,3,"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",es,Non-MRW,Non-MRW
W_145,4,"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",unter,MRW,indirect
W_145,5,"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",anderem,MWE,MWE
W_145,6,"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",den,Non-MRW,Non-MRW
W_145,7,"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",Kurpark,Non-MRW,Non-MRW
W_145,8,"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",den,Non-MRW,Non-MRW
W_145,9,"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",St,Non-MRW,Non-MRW
W_145,10,"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",Viktor,MWE,MWE
W_145,11,"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",Dom,MWE,MWE
W_145,12,"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",und,Non-MRW,Non-MRW
W_145,13,"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",den,Non-MRW,Non-MRW
W_145,14,"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",Archäologischen,Non-MRW,Non-MRW
W_145,15,"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",Park,MWE,MWE
W_145,16,"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",zu,Non-MRW,Non-MRW
W_145,17,"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",entdecken,Non-MRW,Non-MRW
W_145,1,Der Weitwanderweg der Romantischen Straße führt ebenfalls durch die Stadt.,Der,Non-MRW,Non-MRW
W_480,2,Der Weitwanderweg der Romantischen Straße führt ebenfalls durch die Stadt.,Weitwanderweg,Non-MRW,Non-MRW
W_480,3,Der Weitwanderweg der Romantischen Straße führt ebenfalls durch die Stadt.,der,Non-MRW,Non-MRW
W_480,4,Der Weitwanderweg der Romantischen Straße führt ebenfalls durch die Stadt.,Romantischen,Non-MRW,Non-MRW
W_480,5,Der Weitwanderweg der Romantischen Straße führt ebenfalls durch die Stadt.,Straße,MWE,MWE
W_480,6,Der Weitwanderweg der Romantischen Straße führt ebenfalls durch die Stadt.,führt,MRW,indirect
W_480,7,Der Weitwanderweg der Romantischen Straße führt ebenfalls durch die Stadt.,ebenfalls,Non-MRW,Non-MRW
W_480,8,Der Weitwanderweg der Romantischen Straße führt ebenfalls durch die Stadt.,durch,Non-MRW,Non-MRW
W_480,9,Der Weitwanderweg der Romantischen Straße führt ebenfalls durch die Stadt.,die,Non-MRW,Non-MRW
W_480,10,Der Weitwanderweg der Romantischen Straße führt ebenfalls durch die Stadt.,Stadt,Non-MRW,Non-MRW
W_480,1,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",Der,Non-MRW,Non-MRW
W_463,2,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",Golf,Non-MRW,Non-MRW
W_463,3,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",von,MWE,MWE
W_463,4,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",Aqaba,MWE,MWE
W_463,5,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",oder,Non-MRW,Non-MRW
W_463,6,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",Golf,Non-MRW,Non-MRW
W_463,7,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",von,MWE,MWE
W_463,8,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",Akaba,MWE,MWE
W_463,9,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",ist,Non-MRW,Non-MRW
W_463,10,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",eine,Non-MRW,Non-MRW
W_463,11,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",Kilometer,Non-MRW,Non-MRW
W_463,12,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",lange,Non-MRW,Non-MRW
W_463,13,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",langgestreckte,Non-MRW,Non-MRW
W_463,14,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",Bucht,Non-MRW,Non-MRW
W_463,15,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",und,Non-MRW,Non-MRW
W_463,16,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",eine,Non-MRW,Non-MRW
W_463,17,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",natürliche,Non-MRW,Non-MRW
W_463,18,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",Wasserstraße,Non-MRW,Non-MRW
W_463,19,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",die,Non-MRW,Non-MRW
W_463,20,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",am,Non-MRW,Non-MRW
W_463,21,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",Nordrand,Non-MRW,Non-MRW
W_463,22,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",des,Non-MRW,Non-MRW
W_463,23,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",Roten,Non-MRW,Non-MRW
W_463,24,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",Meeres,MWE,MWE
W_463,25,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",beginnt,MRW,indirect
W_463,26,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",und,Non-MRW,Non-MRW
W_463,27,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",den,Non-MRW,Non-MRW
W_463,28,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",Sinai,Non-MRW,Non-MRW
W_463,29,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",von,Non-MRW,Non-MRW
W_463,30,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",der,Non-MRW,Non-MRW
W_463,31,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",Arabischen,Non-MRW,Non-MRW
W_463,32,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",Halbinsel,MWE,MWE
W_463,33,"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",trennt,MRW,indirect
W_463,1,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,Der,Non-MRW,Non-MRW
W_615,2,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,Cirque,Non-MRW,Non-MRW
W_615,3,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,de,MWE,MWE
W_615,4,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,Cilaos,MWE,MWE
W_615,5,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,ist,Non-MRW,Non-MRW
W_615,6,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,ein,Non-MRW,Non-MRW
W_615,7,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,Kraterkessel,Non-MRW,Non-MRW
W_615,8,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,und,Non-MRW,Non-MRW
W_615,9,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,beliebtes,Non-MRW,Non-MRW
W_615,10,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,Wandergebiet,Non-MRW,Non-MRW
W_615,11,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,südlich,Non-MRW,Non-MRW
W_615,12,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,des,Non-MRW,Non-MRW
W_615,13,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,Vulkans,Non-MRW,Non-MRW
W_615,14,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,Piton,Non-MRW,Non-MRW
W_615,15,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,des,MWE,MWE
W_615,16,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,Neiges,MWE,MWE
W_615,17,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,auf,Non-MRW,Non-MRW
W_615,18,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,der,Non-MRW,Non-MRW
W_615,19,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,Insel,Non-MRW,Non-MRW
W_615,20,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,Runion,Non-MRW,Non-MRW
W_615,21,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,im,Non-MRW,Non-MRW
W_615,22,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,Indischen,Non-MRW,Non-MRW
W_615,23,Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,Ozean,MWE,MWE
W_615,1,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",In,MRW,indirect
W_60,2,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",der,Non-MRW,Non-MRW
W_60,3,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",Umgebung,Non-MRW,Non-MRW
W_60,4,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",findet,MRW,indirect
W_60,5,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",man,Non-MRW,Non-MRW
W_60,6,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",mehrere,Non-MRW,Non-MRW
W_60,7,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",Naturschutzgebiete,Non-MRW,Non-MRW
W_60,8,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",mit,Non-MRW,Non-MRW
W_60,9,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",seltenen,Non-MRW,Non-MRW
W_60,10,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",Pflanzen,Non-MRW,Non-MRW
W_60,11,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",und,Non-MRW,Non-MRW
W_60,12,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",Tierarten,Non-MRW,Non-MRW
W_60,13,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",zahlreiche,Non-MRW,Non-MRW
W_60,14,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",Weinberge,Non-MRW,Non-MRW
W_60,15,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",und,Non-MRW,Non-MRW
W_60,16,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",die,Non-MRW,Non-MRW
W_60,17,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",ersten,Non-MRW,Non-MRW
W_60,18,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",Ausläufer,Non-MRW,Non-MRW
W_60,19,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",des,Non-MRW,Non-MRW
W_60,20,"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",Spessarts,Non-MRW,Non-MRW
W_60,1,"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",Grein,Non-MRW,Non-MRW
W_597,2,"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",bietet,Non-MRW,Non-MRW
W_597,3,"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",sich,MWE,MWE
W_597,4,"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",wegen,Non-MRW,Non-MRW
W_597,5,"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",seinem,Non-MRW,Non-MRW
W_597,6,"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",Angebot,Non-MRW,Non-MRW
W_597,7,"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",an,Non-MRW,Non-MRW
W_597,8,"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",Gastronomie,Non-MRW,Non-MRW
W_597,9,"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",Hotellerie,Non-MRW,Non-MRW
W_597,10,"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",sowie,Non-MRW,Non-MRW
W_597,11,"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",einem,Non-MRW,Non-MRW
W_597,12,"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",Campingplatz,Non-MRW,Non-MRW
W_597,13,"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",als,Non-MRW,Non-MRW
W_597,14,"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",Zwischenstopp,Non-MRW,Non-MRW
W_597,15,"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",bzw,Non-MRW,Non-MRW
W_597,16,"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",Übernachtungsstopp,Non-MRW,Non-MRW
W_597,17,"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",an,MWE,MWE
W_597,1,Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,Der,Non-MRW,Non-MRW
W_431,2,Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,Ort,Non-MRW,Non-MRW
W_431,3,Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,liegt,MRW,indirect
W_431,4,Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,östlich,Non-MRW,Non-MRW
W_431,5,Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,der,Non-MRW,Non-MRW
W_431,6,Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,Weichsel,Non-MRW,Non-MRW
W_431,7,Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,in,MRW,indirect
W_431,8,Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,der,Non-MRW,Non-MRW
W_431,9,Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,historischen,Non-MRW,Non-MRW
W_431,10,Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,Region,Non-MRW,Non-MRW
W_431,11,Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,Pomesanien,Non-MRW,Non-MRW
W_431,12,Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,zwischen,Non-MRW,Non-MRW
W_431,13,Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,mehreren,Non-MRW,Non-MRW
W_431,14,Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,Seen,Non-MRW,Non-MRW
W_431,15,Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,und,Non-MRW,Non-MRW
W_431,16,Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,ist,Non-MRW,Non-MRW
